Rk,Player,Date,Age,Team,Sep,Opp,Result,GS,MP,FG,FGA,FGper,TwoP,TwoPA,TwoPper,ThreeP,ThreePA,ThreePper,FT,FTA,FTper,TSper,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,BPM,Pos,Player_additional
450,Kobe Bryant,2003-01-10,24-140,LAL,,CLE,W 115-99,1,34,7,12,.583,7,10,.700,0,2,.000,7,10,.700,.640,3,7,10,11,4,1,5,2,21,25.0,13.4,G-F,bryanko01
451,Kobe Bryant,2003-01-12,24-142,LAL,,MIA,W 106-81,1,38,12,21,.571,12,18,.667,0,3,.000,12,13,.923,.674,1,2,3,4,4,0,4,1,36,29.4,11.7,G-F,bryanko01
452,Kobe Bryant,2003-01-15,24-145,LAL,@,NOH,W 90-82,1,46,12,28,.429,10,25,.400,2,3,.667,10,10,1.000,.556,2,9,11,4,2,2,2,1,36,29.1,14.9,G-F,bryanko01
453,Kobe Bryant,2003-01-17,24-147,LAL,@,HOU,L 104-108 (OT),1,49,5,21,.238,3,15,.200,2,6,.333,10,12,.833,.419,2,9,11,9,3,0,4,5,22,15.9,-0.3,G-F,bryanko01
454,Kobe Bryant,2003-01-20,24-150,LAL,,LAC,W 96-92,1,45,8,18,.444,7,15,.467,1,3,.333,9,9,1.000,.592,0,8,8,11,3,2,4,2,26,26.3,11.2,G-F,bryanko01
455,Kobe Bryant,2003-01-22,24-152,LAL,,GSW,L 110-114,1,39,9,17,.529,6,12,.500,3,5,.600,2,3,.667,.628,0,3,3,7,2,1,5,5,23,15.8,1.3,G-F,bryanko01
456,Kobe Bryant,2003-01-24,24-154,LAL,,NJN,L 83-89,1,41,4,14,.286,3,12,.250,1,2,.500,2,3,.667,.359,4,3,7,5,2,0,1,1,11,10.2,0.6,G-F,bryanko01
457,Kobe Bryant,2003-01-29,24-159,LAL,@,PHO,W 99-90,1,46,15,29,.517,15,28,.536,0,1,.000,10,11,.909,.591,1,4,5,4,1,1,4,3,40,26.5,8.0,G-F,bryanko01
458,Kobe Bryant,2003-01-31,24-161,LAL,@,SAC,W 124-113,1,43,14,29,.483,11,23,.478,3,6,.500,7,8,.875,.584,1,4,5,5,1,1,4,3,38,24.8,2.6,G-F,bryanko01
459,Kobe Bryant,2003-02-01,24-162,LAL,,UTA,W 99-87,1,44,12,25,.480,10,22,.455,2,3,.667,16,18,.889,.638,0,3,3,4,3,1,2,1,42,33.5,14.2,G-F,bryanko01
460,Kobe Bryant,2003-02-04,24-165,LAL,@,IND,W 97-94,1,42,12,31,.387,11,26,.423,1,5,.200,10,10,1.000,.494,3,4,7,2,2,2,7,2,35,18.4,1.9,G-F,bryanko01
461,Kobe Bryant,2003-02-06,24-167,LAL,@,NYK,W 114-109,1,42,17,27,.630,13,23,.565,4,4,1.000,8,11,.727,.722,0,6,6,3,2,1,6,4,46,31.7,7.6,G-F,bryanko01
462,Kobe Bryant,2003-02-11,24-172,LAL,,DEN,W 121-93,1,31,12,20,.600,11,17,.647,1,3,.333,17,21,.810,.718,0,2,2,5,4,0,1,0,42,38.3,23.3,G-F,bryanko01
463,Kobe Bryant,2003-02-12,24-173,LAL,@,DEN,W 113-102,1,31,15,28,.536,12,20,.600,3,8,.375,18,20,.900,.693,0,3,3,2,2,0,0,1,51,40.5,23.9,G-F,bryanko01
464,Kobe Bryant,2003-02-14,24-175,LAL,,SAS,L 95-103,1,45,19,41,.463,17,38,.447,2,3,.667,4,6,.667,.504,2,4,6,4,4,2,7,2,44,25.1,9.1,G-F,bryanko01
465,Kobe Bryant,2003-02-16,24-177,LAL,,NYK,L 110-117,1,42,14,31,.452,11,26,.423,3,5,.600,9,10,.900,.565,1,3,4,5,2,0,3,4,40,26.0,5.0,G-F,bryanko01
466,Kobe Bryant,2003-02-18,24-179,LAL,,HOU,W 106-99 (2OT),1,54,19,38,.500,16,29,.552,3,9,.333,11,11,1.000,.607,0,8,8,7,0,3,5,4,52,35.8,13.9,G-F,bryanko01
467,Kobe Bryant,2003-02-19,24-180,LAL,@,UTA,W 93-87,1,40,15,29,.517,11,23,.478,4,6,.667,6,9,.667,.607,1,5,6,1,1,0,3,2,40,24.6,8.0,G-F,bryanko01
468,Kobe Bryant,2003-02-21,24-182,LAL,,POR,W 92-84,1,42,15,32,.469,12,25,.480,3,7,.429,7,9,.778,.556,0,7,7,1,5,2,4,2,40,27.2,16.0,G-F,bryanko01
469,Kobe Bryant,2003-02-23,24-184,LAL,,SEA,W 106-101,1,42,13,34,.382,12,28,.429,1,6,.167,14,16,.875,.500,1,4,5,3,3,0,3,2,41,24.8,4.3,G-F,bryanko01
470,Kobe Bryant,2003-02-25,24-186,LAL,,LAC,W 109-98,1,41,11,26,.423,10,21,.476,1,5,.200,9,10,.900,.526,4,2,6,3,5,1,5,4,32,22.4,4.9,G-F,bryanko01
471,Kobe Bryant,2003-02-27,24-188,LAL,,DET,W 95-85,1,44,10,22,.455,9,20,.450,1,2,.500,9,10,.900,.568,0,2,2,1,3,1,1,2,30,21.4,6.0,G-F,bryanko01
472,Kobe Bryant,2003-02-28,24-189,LAL,@,SEA,L 90-107,1,44,10,27,.370,6,16,.375,4,11,.364,10,14,.714,.513,0,4,4,9,1,0,1,3,34,23.8,10.8,G-F,bryanko01
473,Kobe Bryant,2003-03-05,24-194,LAL,,IND,W 97-95,1,43,9,26,.346,9,23,.391,0,3,.000,2,3,.667,.366,0,10,10,5,3,1,3,2,20,11.4,-1.2,G-F,bryanko01
474,Kobe Bryant,2003-03-07,24-196,LAL,,MIN,W 106-96,1,43,12,24,.500,10,20,.500,2,4,.500,4,4,1.000,.582,1,3,4,7,3,0,0,1,30,27.1,13.7,G-F,bryanko01
475,Kobe Bryant,2003-03-09,24-198,LAL,,PHI,W 106-92,1,43,8,20,.400,8,18,.444,0,2,.000,12,13,.923,.544,1,7,8,9,0,2,5,4,28,20.7,2.4,G-F,bryanko01
476,Kobe Bryant,2003-03-11,24-200,LAL,@,CHI,L 99-116,1,43,13,26,.500,12,22,.545,1,4,.250,9,13,.692,.567,0,5,5,5,2,0,3,3,36,24.2,4.6,G-F,bryanko01
477,Kobe Bryant,2003-03-12,24-201,LAL,@,DET,L 88-111,1,40,9,23,.391,7,20,.350,2,3,.667,1,1,1.000,.448,2,1,3,4,0,1,4,5,21,7.7,-3.7,G-F,bryanko01
478,Kobe Bryant,2003-03-14,24-203,LAL,@,MIN,W 106-99,1,37,11,24,.458,10,22,.455,1,2,.500,7,7,1.000,.554,1,5,6,3,3,1,0,1,30,25.2,9.8,G-F,bryanko01
479,Kobe Bryant,2003-03-15,24-204,LAL,@,MIL,W 98-94,1,43,6,14,.429,6,12,.500,0,2,.000,8,9,.889,.557,1,8,9,4,2,2,5,4,20,14.9,-0.7,G-F,bryanko01
480,Kobe Bryant,2003-03-17,24-206,LAL,@,LAC,W 102-85,1,39,8,16,.500,7,14,.500,1,2,.500,9,12,.750,.611,1,6,7,6,1,1,3,3,26,21.0,5.9,G-F,bryanko01
481,Kobe Bryant,2003-03-20,24-209,LAL,@,SAC,L 99-107,1,45,11,30,.367,10,25,.400,1,5,.200,11,15,.733,.464,5,8,13,3,0,0,2,1,34,21.4,5.1,G-F,bryanko01
482,Kobe Bryant,2003-03-21,24-210,LAL,,BOS,W 104-96,1,31,5,11,.455,5,9,.556,0,2,.000,3,3,1.000,.528,0,3,3,7,1,1,2,4,13,11.2,0.3,G-F,bryanko01
483,Kobe Bryant,2003-03-23,24-212,LAL,@,SAS,L 89-98,1,40,11,30,.367,10,24,.417,1,6,.167,8,10,.800,.451,0,9,9,0,3,0,3,4,31,14.7,4.6,G-F,bryanko01
484,Kobe Bryant,2003-03-25,24-214,LAL,@,ATL,W 108-91,1,38,11,21,.524,7,15,.467,4,6,.667,2,2,1.000,.640,0,10,10,6,3,0,2,1,28,25.5,11.9,G-F,bryanko01
485,Kobe Bryant,2003-03-26,24-215,LAL,@,HOU,W 96-93,1,44,10,22,.455,10,21,.476,0,1,.000,11,12,.917,.568,1,8,9,5,1,0,5,2,31,21.0,1.8,G-F,bryanko01
486,Kobe Bryant,2003-03-28,24-217,LAL,,WAS,W 108-94,1,41,15,29,.517,6,16,.375,9,13,.692,16,18,.889,.745,0,5,5,3,3,0,3,5,55,41.5,25.5,G-F,bryanko01
487,Kobe Bryant,2003-03-30,24-219,LAL,@,SEA,L 98-119,1,37,5,13,.385,1,5,.200,4,8,.500,0,0,,.538,1,1,2,5,3,0,4,4,14,8.8,-0.3,G-F,bryanko01
488,Kobe Bryant,2003-03-31,24-220,LAL,,MEM,W 110-94,1,41,10,23,.435,7,18,.389,3,5,.600,6,6,1.000,.566,1,4,5,8,6,1,4,3,29,25.9,10.2,G-F,bryanko01
489,Kobe Bryant,2003-04-03,24-223,LAL,@,DAL,W 100-89,1,44,7,21,.333,7,17,.412,0,4,.000,5,7,.714,.395,1,7,8,6,3,1,3,4,19,12.4,1.4,G-F,bryanko01
490,Kobe Bryant,2003-04-04,24-224,LAL,@,MEM,W 102-101,1,40,7,15,.467,4,10,.400,3,5,.600,4,4,1.000,.626,0,7,7,6,1,0,5,3,21,14.4,2.7,G-F,bryanko01
491,Kobe Bryant,2003-04-06,24-226,LAL,,PHO,W 115-113 (OT),1,49,10,25,.400,9,19,.474,1,6,.167,5,5,1.000,.478,0,8,8,7,2,2,7,2,26,15.4,-4.2,G-F,bryanko01
492,Kobe Bryant,2003-04-08,24-228,LAL,,DAL,W 108-99,1,40,4,16,.250,3,12,.250,1,4,.250,5,7,.714,.367,0,8,8,4,2,0,3,4,14,6.2,-7.1,G-F,bryanko01
493,Kobe Bryant,2003-04-10,24-230,LAL,,SAC,W 117-104,1,46,13,31,.419,13,27,.481,0,4,.000,8,8,1.000,.492,4,3,7,6,4,0,0,3,34,28.2,8.6,G-F,bryanko01
494,Kobe Bryant,2003-04-13,24-233,LAL,@,POR,L 99-101,1,42,11,19,.579,10,17,.588,1,2,.500,13,14,.929,.715,1,5,6,7,1,0,4,4,36,29.2,10.5,G-F,bryanko01
495,Kobe Bryant,2003-04-15,24-235,LAL,,DEN,W 126-104,1,26,8,16,.500,5,10,.500,3,6,.500,13,14,.929,.722,2,6,8,4,2,1,2,1,32,29.9,21.7,G-F,bryanko01
496,Kobe Bryant,2003-04-16,24-236,LAL,@,GSW,W 117-111,1,42,16,28,.571,13,21,.619,3,7,.429,9,10,.900,.679,1,5,6,4,0,0,3,1,44,32.0,8.6,G-F,bryanko01
497,Kobe Bryant,2003-11-01,25-070,LAL,@,PHO,W 103-99,1,37,4,12,.333,4,11,.364,0,1,.000,7,10,.700,.457,0,6,6,4,0,1,2,4,15,8.7,-4.1,G-F,bryanko01
498,Kobe Bryant,2003-11-02,25-071,LAL,,GSW,W 87-72,1,35,7,12,.583,5,9,.556,2,3,.667,5,5,1.000,.739,1,3,4,2,5,1,4,4,21,18.5,13.2,G-F,bryanko01
499,Kobe Bryant,2003-11-04,25-073,LAL,@,MIL,W 113-107,1,40,10,22,.455,8,18,.444,2,4,.500,9,10,.900,.587,5,2,7,8,1,2,0,3,31,30.1,15.3,G-F,bryanko01
500,Kobe Bryant,2003-11-06,25-075,LAL,@,SAS,W 120-117 (2OT),1,49,16,29,.552,15,25,.600,1,4,.250,4,5,.800,.593,2,3,5,2,4,0,2,4,37,26.8,12.6,G-F,bryanko01
501,Kobe Bryant,2003-11-07,25-076,LAL,@,NOH,L 95-114,1,37,4,14,.286,4,10,.400,0,4,.000,3,4,.750,.349,1,3,4,3,1,0,3,3,11,2.9,-12.7,G-F,bryanko01
502,Kobe Bryant,2003-11-10,25-079,LAL,@,MEM,L 95-105,1,33,5,15,.333,5,13,.385,0,2,.000,9,10,.900,.490,1,3,4,5,2,0,6,4,19,9.6,-3.7,G-F,bryanko01
503,Kobe Bryant,2003-11-12,25-081,LAL,,TOR,W 94-79,1,37,5,11,.455,4,10,.400,1,1,1.000,8,10,.800,.617,1,2,3,4,1,0,3,4,19,13.0,2.6,G-F,bryanko01
504,Kobe Bryant,2003-11-14,25-083,LAL,,DET,W 94-89,1,37,6,11,.545,6,11,.545,0,0,,4,4,1.000,.627,0,3,3,1,3,2,1,5,16,13.7,6.2,G-F,bryanko01
505,Kobe Bryant,2003-11-16,25-085,LAL,,MIA,W 99-77,1,33,6,10,.600,6,9,.667,0,1,.000,15,16,.938,.792,1,3,4,6,2,0,3,2,27,26.0,18.5,G-F,bryanko01
506,Kobe Bryant,2003-11-18,25-087,LAL,@,DET,L 96-106,1,41,4,14,.286,4,12,.333,0,2,.000,11,11,1.000,.504,1,1,2,3,0,0,0,3,19,12.7,-2.9,G-F,bryanko01
507,Kobe Bryant,2003-11-19,25-088,LAL,@,NYK,W 104-83,1,34,7,13,.538,7,13,.538,0,0,,7,9,.778,.619,1,1,2,4,1,0,1,5,21,15.7,4.7,G-F,bryanko01
508,Kobe Bryant,2003-11-21,25-090,LAL,,CHI,W 101-94,1,37,10,19,.526,10,18,.556,0,1,.000,8,11,.727,.587,1,4,5,4,3,1,3,4,28,21.3,9.3,G-F,bryanko01
509,Kobe Bryant,2003-11-23,25-092,LAL,,MEM,W 121-89,1,32,8,16,.500,7,14,.500,1,2,.500,11,12,.917,.658,1,2,3,3,4,0,1,2,28,25.2,11.0,G-F,bryanko01
510,Kobe Bryant,2003-11-26,25-095,LAL,,WAS,W 120-99,1,25,7,13,.538,6,10,.600,1,3,.333,7,7,1.000,.684,0,4,4,4,2,0,3,3,22,17.5,2.8,G-F,bryanko01
511,Kobe Bryant,2003-11-28,25-097,LAL,,SAS,W 103-87,1,31,6,13,.462,5,11,.455,1,2,.500,4,6,.667,.543,0,2,2,2,1,0,0,0,17,12.5,2.9,G-F,bryanko01
512,Kobe Bryant,2003-11-30,25-099,LAL,,IND,W 99-77,1,36,4,10,.400,3,8,.375,1,2,.500,3,4,.750,.510,1,1,2,7,1,0,2,3,12,9.9,2.4,G-F,bryanko01
513,Kobe Bryant,2003-12-03,25-102,LAL,@,SAS,W 90-86,1,46,6,20,.300,5,16,.313,1,4,.250,8,9,.889,.438,1,5,6,3,2,0,4,4,21,9.7,-2.2,G-F,bryanko01
514,Kobe Bryant,2003-12-04,25-103,LAL,@,DAL,W 114-103,1,38,9,23,.391,7,18,.389,2,5,.400,12,12,1.000,.566,4,2,6,3,1,0,3,3,32,21.8,5.1,G-F,bryanko01
515,Kobe Bryant,2003-12-07,25-106,LAL,,UTA,W 94-92,1,40,4,17,.235,2,13,.154,2,4,.500,9,10,.900,.444,2,4,6,3,1,0,2,4,19,10.4,-5.4,G-F,bryanko01
516,Kobe Bryant,2003-12-09,25-108,LAL,,NYK,W 98-90,1,41,7,16,.438,7,16,.438,0,0,,7,8,.875,.538,3,3,6,9,1,0,3,1,21,19.1,4.4,G-F,bryanko01
517,Kobe Bryant,2003-12-12,25-111,LAL,,DAL,L 93-110,1,41,4,18,.222,4,15,.267,0,3,.000,7,7,1.000,.356,1,6,7,6,1,1,1,5,15,9.4,-2.5,G-F,bryanko01
518,Kobe Bryant,2003-12-13,25-112,LAL,@,POR,L 108-112,1,42,10,18,.556,9,15,.600,1,3,.333,14,15,.933,.711,3,2,5,6,0,1,2,2,35,30.8,10.4,G-F,bryanko01
519,Kobe Bryant,2003-12-19,25-118,LAL,,DEN,W 101-99,0,31,5,14,.357,5,12,.417,0,2,.000,3,4,.750,.412,1,2,3,5,0,0,4,1,13,5.2,-6.0,G-F,bryanko01
520,Kobe Bryant,2003-12-21,25-120,LAL,,PHO,W 107-101,1,40,4,12,.333,4,10,.400,0,2,.000,2,3,.667,.375,3,3,6,4,0,0,4,0,10,4.6,-9.8,G-F,bryanko01
521,Kobe Bryant,2003-12-23,25-122,LAL,@,GSW,L 98-107,1,38,8,16,.500,5,11,.455,3,5,.600,4,5,.800,.632,1,4,5,2,1,1,4,5,23,13.6,-0.2,G-F,bryanko01
522,Kobe Bryant,2003-12-25,25-124,LAL,,HOU,L 87-99,1,43,9,26,.346,8,24,.333,1,2,.500,4,6,.667,.402,3,5,8,6,2,0,3,4,23,12.8,1.3,G-F,bryanko01
523,Kobe Bryant,2003-12-28,25-127,LAL,,BOS,W 105-82,1,36,5,18,.278,4,12,.333,1,6,.167,0,0,,.306,2,3,5,6,2,0,6,2,11,2.1,-9.0,G-F,bryanko01
524,Kobe Bryant,2004-01-02,25-132,LAL,@,SEA,L 109-111,1,36,11,25,.440,8,21,.381,3,4,.750,7,8,.875,.561,2,4,6,6,4,0,3,4,32,24.7,11.0,G-F,bryanko01
525,Kobe Bryant,2004-01-04,25-134,LAL,@,LAC,L 98-101,1,40,14,27,.519,10,20,.500,4,7,.571,12,15,.800,.655,4,6,10,3,4,0,2,2,44,37.4,22.2,G-F,bryanko01
526,Kobe Bryant,2004-01-06,25-136,LAL,@,MIN,L 90-106,1,39,8,17,.471,8,16,.500,0,1,.000,4,6,.667,.509,2,8,10,4,0,0,1,4,20,14.5,0.8,G-F,bryanko01
527,Kobe Bryant,2004-01-07,25-137,LAL,@,DEN,L 91-113,1,37,8,23,.348,7,19,.368,1,4,.250,10,11,.909,.485,1,2,3,6,6,0,5,3,27,19.0,5.4,G-F,bryanko01
528,Kobe Bryant,2004-01-09,25-139,LAL,,ATL,W 113-67,1,31,9,19,.474,7,14,.500,2,5,.400,6,6,1.000,.601,0,5,5,6,3,0,1,2,26,23.2,16.0,G-F,bryanko01
529,Kobe Bryant,2004-01-12,25-142,LAL,,CLE,W 89-79,1,17,3,8,.375,3,8,.375,0,0,,4,5,.800,.490,1,4,5,2,1,0,0,1,10,9.1,11.5,G-F,bryanko01
530,Kobe Bryant,2004-01-24,25-154,LAL,@,UTA,W 93-86,1,38,6,15,.400,5,11,.455,1,4,.250,8,13,.615,.507,2,2,4,6,0,0,0,0,21,17.1,5.0,G-F,bryanko01
531,Kobe Bryant,2004-01-28,25-158,LAL,,SEA,W 96-82,1,29,6,15,.400,6,12,.500,0,3,.000,2,3,.667,.429,0,2,2,3,0,0,3,0,14,5.2,-8.2,G-F,bryanko01
532,Kobe Bryant,2004-02-11,25-172,LAL,@,HOU,L 87-102,1,36,4,7,.571,0,2,.000,4,5,.800,2,2,1.000,.888,0,1,1,3,0,0,1,3,14,10.9,3.1,G-F,bryanko01
533,Kobe Bryant,2004-02-17,25-178,LAL,,POR,W 89-86,1,41,13,23,.565,13,22,.591,0,1,.000,5,9,.556,.575,4,4,8,10,2,0,4,1,31,27.1,14.2,G-F,bryanko01
534,Kobe Bryant,2004-02-18,25-179,LAL,@,GSW,W 100-99,1,44,11,16,.688,11,15,.733,0,1,.000,13,15,.867,.774,2,4,6,8,2,1,5,1,35,32.9,15.6,G-F,bryanko01
535,Kobe Bryant,2004-02-20,25-181,LAL,,PHI,W 116-88,1,29,10,18,.556,9,16,.563,1,2,.500,7,8,.875,.651,4,1,5,7,3,2,2,4,28,27.8,24.8,G-F,bryanko01
536,Kobe Bryant,2004-02-22,25-183,LAL,@,PHO,W 104-92,1,42,15,25,.600,13,20,.650,2,5,.400,8,8,1.000,.701,4,3,7,5,3,0,2,0,40,36.7,17.1,G-F,bryanko01
537,Kobe Bryant,2004-02-25,25-186,LAL,@,DEN,W 112-111,1,41,14,26,.538,12,22,.545,2,4,.500,5,5,1.000,.621,2,5,7,10,3,0,3,2,35,31.5,11.1,G-F,bryanko01
538,Kobe Bryant,2004-02-26,25-187,LAL,,SAC,L 101-103,1,42,12,28,.429,10,22,.455,2,6,.333,9,10,.900,.540,3,8,11,6,1,0,4,2,35,24.7,9.4,G-F,bryanko01
539,Kobe Bryant,2004-02-28,25-189,LAL,@,WAS,W 122-110,1,38,8,16,.500,6,12,.500,2,4,.500,7,8,.875,.640,3,11,14,10,2,0,2,3,25,27.8,8.8,G-F,bryanko01
540,Kobe Bryant,2004-02-29,25-190,LAL,@,NJN,W 100-83,1,33,4,12,.333,2,6,.333,2,6,.333,1,2,.500,.427,1,5,6,10,1,0,4,3,11,8.8,2.2,G-F,bryanko01
541,Kobe Bryant,2004-03-03,25-193,LAL,@,HOU,W 96-93,1,46,7,19,.368,7,14,.500,0,5,.000,4,4,1.000,.434,0,8,8,13,0,0,4,2,18,14.2,0.1,G-F,bryanko01
542,Kobe Bryant,2004-03-05,25-195,LAL,,SEA,W 99-91,1,1,0,0,,0,0,,0,0,,0,0,,,0,0,0,0,0,0,0,1,0,-0.4,-32.7,G-F,bryanko01
543,Kobe Bryant,2004-03-10,25-200,LAL,@,BOS,W 117-109,1,41,4,16,.250,4,14,.286,0,2,.000,10,14,.714,.406,3,2,5,10,3,0,3,2,18,15.7,1.1,G-F,bryanko01
544,Kobe Bryant,2004-03-12,25-202,LAL,@,MIN,L 86-96,1,38,6,20,.300,5,17,.294,1,3,.333,3,3,1.000,.375,2,9,11,5,0,0,2,2,16,9.2,-1.0,G-F,bryanko01
545,Kobe Bryant,2004-03-13,25-203,LAL,@,CHI,W 88-81,1,38,12,25,.480,11,21,.524,1,4,.250,10,11,.909,.586,2,6,8,3,2,1,5,2,35,24.1,12.3,G-F,bryanko01
546,Kobe Bryant,2004-03-15,25-205,LAL,,ORL,W 113-110 (OT),1,45,13,26,.500,11,21,.524,2,5,.400,10,13,.769,.599,1,2,3,4,1,1,1,5,38,26.6,10.8,G-F,bryanko01
547,Kobe Bryant,2004-03-17,25-207,LAL,@,LAC,W 106-103,1,39,11,17,.647,10,14,.714,1,3,.333,4,4,1.000,.720,1,8,9,6,1,1,3,2,27,24.7,9.8,G-F,bryanko01
548,Kobe Bryant,2004-03-19,25-209,LAL,,LAC,W 106-100,1,39,10,20,.500,10,18,.556,0,2,.000,7,8,.875,.574,2,5,7,3,5,0,3,4,27,22.0,5.7,G-F,bryanko01
549,Kobe Bryant,2004-03-21,25-211,LAL,,MIL,W 104-103 (OT),1,38,7,17,.412,7,16,.438,0,1,.000,8,8,1.000,.536,3,2,5,4,1,1,5,2,22,14.3,-0.8,G-F,bryanko01
550,Kobe Bryant,2004-03-24,25-214,LAL,,SAC,W 115-91,1,36,11,23,.478,9,18,.500,2,5,.400,12,12,1.000,.636,2,4,6,6,1,0,0,3,36,30.9,16.9,G-F,bryanko01
551,Kobe Bryant,2004-03-26,25-216,LAL,,MIN,W 90-73,1,37,13,21,.619,11,17,.647,2,4,.500,7,7,1.000,.727,2,7,9,5,2,2,4,2,35,31.1,24.5,G-F,bryanko01
552,Kobe Bryant,2004-03-28,25-218,LAL,,UTA,W 91-84,1,40,8,23,.348,7,20,.350,1,3,.333,17,21,.810,.527,1,5,6,4,1,1,1,5,34,23.2,13.0,G-F,bryanko01
553,Kobe Bryant,2004-03-30,25-220,LAL,,NOH,W 107-88,1,34,7,17,.412,4,10,.400,3,7,.429,6,6,1.000,.586,1,2,3,6,1,0,4,3,23,15.2,1.8,G-F,bryanko01
554,Kobe Bryant,2004-04-01,25-222,LAL,,HOU,W 93-85,1,45,8,19,.421,7,17,.412,1,2,.500,9,12,.750,.535,2,5,7,4,5,1,6,2,26,19.3,7.1,G-F,bryanko01
555,Kobe Bryant,2004-04-02,25-223,LAL,@,SEA,W 97-86,1,39,9,18,.500,6,13,.462,3,5,.600,4,6,.667,.606,0,1,1,2,2,0,3,4,25,14.3,-1.8,G-F,bryanko01
556,Kobe Bryant,2004-04-04,25-225,LAL,,SAS,L 89-95,1,44,9,26,.346,7,19,.368,2,7,.286,8,10,.800,.461,1,5,6,3,0,2,3,2,28,14.5,3.5,G-F,bryanko01
557,Kobe Bryant,2004-04-06,25-227,LAL,,POR,L 80-91,1,43,5,23,.217,5,17,.294,0,6,.000,2,2,1.000,.251,2,4,6,8,1,1,3,2,12,4.0,-5.3,G-F,bryanko01
558,Kobe Bryant,2004-04-09,25-230,LAL,,MEM,W 103-95,1,45,9,23,.391,8,19,.421,1,4,.250,14,15,.933,.557,1,5,6,7,4,1,3,2,33,28.1,9.7,G-F,bryanko01
559,Kobe Bryant,2004-04-11,25-232,LAL,@,SAC,L 85-102,1,41,3,13,.231,3,10,.300,0,3,.000,2,3,.667,.279,1,4,5,4,2,0,3,4,8,1.8,-7.6,G-F,bryanko01
560,Kobe Bryant,2004-04-13,25-234,LAL,,GSW,W 109-104,1,43,14,29,.483,14,23,.609,0,6,.000,17,18,.944,.609,0,7,7,8,2,2,1,2,45,39.2,16.6,G-F,bryanko01
561,Kobe Bryant,2004-04-14,25-235,LAL,@,POR,W 105-104 (2OT),1,53,14,31,.452,10,21,.476,4,10,.400,5,9,.556,.529,0,8,8,5,1,1,2,4,37,23.3,8.0,G-F,bryanko01
562,Kobe Bryant,2004-11-02,26-071,LAL,,DEN,W 89-78,1,42,5,14,.357,4,12,.333,1,2,.500,14,15,.933,.607,1,3,4,7,1,3,4,2,25,21.6,9.7,G-F,bryanko01
563,Kobe Bryant,2004-11-03,26-072,LAL,@,UTA,L 78-104,1,41,9,21,.429,5,12,.417,4,9,.444,16,20,.800,.638,1,3,4,1,1,0,2,5,38,24.6,15.0,G-F,bryanko01
564,Kobe Bryant,2004-11-05,26-074,LAL,,SAS,L 96-105,1,45,8,22,.364,7,17,.412,1,5,.200,11,13,.846,.505,3,2,5,4,1,1,3,3,28,18.0,2.1,G-F,bryanko01
565,Kobe Bryant,2004-11-07,26-076,LAL,,ATL,W 106-90,1,44,6,12,.500,5,10,.500,1,2,.500,11,12,.917,.694,1,4,5,6,0,2,3,2,24,21.3,4.7,G-F,bryanko01
566,Kobe Bryant,2004-11-09,26-078,LAL,@,NOH,W 106-98,1,38,8,18,.444,7,13,.538,1,5,.200,14,14,1.000,.642,1,7,8,4,0,1,7,6,31,18.5,-2.1,G-F,bryanko01
567,Kobe Bryant,2004-11-10,26-079,LAL,@,MEM,L 87-110,1,34,4,19,.211,2,13,.154,2,6,.333,10,13,.769,.405,2,4,6,4,1,1,2,1,20,11.8,2.6,G-F,bryanko01
568,Kobe Bryant,2004-11-12,26-081,LAL,@,ORL,L 113-122,1,44,14,31,.452,12,23,.522,2,8,.250,11,12,.917,.565,0,7,7,8,2,0,1,4,41,31.6,7.8,G-F,bryanko01
569,Kobe Bryant,2004-11-13,26-082,LAL,@,HOU,W 84-79,1,41,7,20,.350,7,15,.467,0,5,.000,5,7,.714,.412,0,11,11,3,0,2,5,1,19,8.4,-3.1,G-F,bryanko01
570,Kobe Bryant,2004-11-17,26-086,LAL,,LAC,W 103-89,1,45,9,16,.563,9,15,.600,0,1,.000,5,5,1.000,.632,0,6,6,11,5,2,5,5,23,24.3,9.2,G-F,bryanko01
571,Kobe Bryant,2004-11-19,26-088,LAL,@,PHO,L 102-107,1,45,10,33,.303,5,23,.217,5,10,.500,4,5,.800,.412,4,7,11,10,0,1,3,1,29,18.7,3.2,G-F,bryanko01
572,Kobe Bryant,2004-11-21,26-090,LAL,,CHI,W 102-93,1,46,10,22,.455,9,20,.450,1,2,.500,8,17,.471,.492,2,8,10,7,1,1,9,4,29,13.8,-2.6,G-F,bryanko01
573,Kobe Bryant,2004-11-23,26-092,LAL,,MIL,W 100-96,1,44,11,24,.458,11,22,.500,0,2,.000,8,10,.800,.528,1,5,6,5,3,1,4,2,30,21.4,2.5,G-F,bryanko01
574,Kobe Bryant,2004-11-26,26-095,LAL,,SAC,L 106-109,1,45,11,17,.647,8,13,.615,3,4,.750,15,19,.789,.789,1,6,7,8,0,2,3,2,40,36.6,18.3,G-F,bryanko01
575,Kobe Bryant,2004-11-28,26-097,LAL,,NOH,W 89-76,1,44,7,20,.350,6,15,.400,1,5,.200,5,5,1.000,.450,2,4,6,7,3,1,7,4,20,11.4,0.0,G-F,bryanko01
576,Kobe Bryant,2004-11-30,26-099,LAL,@,MIL,W 95-90,1,43,4,13,.308,2,7,.286,2,6,.333,10,12,.833,.547,3,4,7,11,1,2,4,2,20,20.3,8.1,G-F,bryanko01
